kanton_code;kanton;jahr;komponente;staatsangehoerigkeit;personen
5;Schwyz;2012;bestand_31_12;ausland;28974
6;Obwalden;2012;bestand_31_12;schweiz;31131
6;Obwalden;2012;bestand_31_12;ausland;4984
7;Nidwalden;2012;bestand_31_12;schweiz;36398
7;Nidwalden;2012;bestand_31_12;ausland;5186
8;Glarus;2012;bestand_31_12;schweiz;30795
8;Glarus;2012;bestand_31_12;ausland;8574
9;Zug;2012;bestand_31_12;schweiz;87120
9;Zug;2012;bestand_31_12;ausland;29455
10;Fribourg / Freiburg;2012;bestand_31_12;schweiz;233154
10;Fribourg / Freiburg;2012;bestand_31_12;ausland;58291
11;Solothurn;2012;bestand_31_12;schweiz;207443
11;Solothurn;2012;bestand_31_12;ausland;51840
12;Basel-Stadt;2012;bestand_31_12;schweiz;124497
12;Basel-Stadt;2012;bestand_31_12;ausland;62928
13;Basel-Landschaft;2012;bestand_31_12;schweiz;220923
13;Basel-Landschaft;2012;bestand_31_12;ausland;55614
14;Schaffhausen;2012;bestand_31_12;schweiz;59199
14;Schaffhausen;2012;bestand_31_12;ausland;18756
15;Appenzell Ausserrhoden;2012;bestand_31_12;schweiz;45602
15;Appenzell Ausserrhoden;2012;bestand_31_12;ausland;7836
16;Appenzell Innerrhoden;2012;bestand_31_12;schweiz;14137
16;Appenzell Innerrhoden;2012;bestand_31_12;ausland;1580
17;St. Gallen;2012;bestand_31_12;schweiz;377489
17;St. Gallen;2012;bestand_31_12;ausland;109571
